date,y
2000-01-31,10.000000000000002
2000-02-29,9.70900626979165
2000-03-31,13.65209231217471
2000-04-30,15.152031425423267
2000-05-31,9.847676814554717
2000-06-30,9.291575478210422
2000-07-31,9.842323523064772
2000-08-31,8.101826484562382
2000-09-30,7.4483177066946125
2000-10-31,6.316688135429373
2000-11-30,8.547024735141331
2000-12-31,10.120304212633318
2001-01-31,10.986345304394195
2001-02-28,14.760071635208053
2001-03-31,15.114537073971368
2001-04-30,12.794279130567137
2001-05-31,14.359506440834837
2001-06-30,10.916919175021702
2001-07-31,12.156881150095606
2001-08-31,9.356807601167752
2001-09-30,7.968422154941755
2001-10-31,6.971076243471167
2001-11-30,9.659534034288416
2001-12-31,9.482954654593987
2002-01-31,10.604533484843833
2002-02-28,12.185301118045778
2002-03-31,15.192415772758526
2002-04-30,15.697175936069685
2002-05-31,15.513256517661688
2002-06-30,14.351929410371609
2002-07-31,16.271653486552314
2002-08-31,10.003668784311202
2002-09-30,8.239829670119994
2002-10-31,7.261538553508682
2002-11-30,9.303058891302072
2002-12-31,11.901698643909949
2003-01-31,12.042922806979854
2003-02-28,12.24514789194775
2003-03-31,13.066590237225464
2003-04-30,16.57159429631301
2003-05-31,16.895966684842765
2003-06-30,15.370191968009726
2003-07-31,11.279103967157354
2003-08-31,10.669752125316487
2003-09-30,9.241697166841458
2003-10-31,8.922123537131963
2003-11-30,10.487215061499251
2003-12-31,11.214778485114648
2004-01-31,14.094363189639456
2004-02-29,14.995223162628314
2004-03-31,16.839887279483207
2004-04-30,18.35071587348619
2004-05-31,13.180722805037835
2004-06-30,13.536064128573528
2004-07-31,11.553511284270009
2004-08-31,9.570021641832705
2004-09-30,8.767355520156704
2004-10-31,10.923099029973367
2004-11-30,8.613558436481846
2004-12-31,12.603085936168151
2005-01-31,10.336084217434559
2005-02-28,13.759156784802002
2005-03-31,16.378508269265264
2005-04-30,18.4007870209728
2005-05-31,18.66874905644193
2005-06-30,17.628079245585255
2005-07-31,13.135185805099882
2005-08-31,10.730460909620742
2005-09-30,11.215541775668363
2005-10-31,9.354565513757706
2005-11-30,8.315373684618343
2005-12-31,9.394952984441856
2006-01-31,11.222629030681484
2006-02-28,15.926113978933994
2006-03-31,17.262979377407547
2006-04-30,19.65940803527753
2006-05-31,16.56351443842012
2006-06-30,16.255123089593496
2006-07-31,15.308857591705124
2006-08-31,11.553042511176294
2006-09-30,11.130423324764935
2006-10-31,9.044293996299144
2006-11-30,9.779604928361277
2006-12-31,11.164062436796543
2007-01-31,11.612392184514485
2007-02-28,16.787148324482317
2007-03-31,16.544384239889443
2007-04-30,18.26614524628708
2007-05-31,19.238446099915873
2007-06-30,17.882548622879064
2007-07-31,16.30033909646837
2007-08-31,12.561021556959243
2007-09-30,10.29755627782062
2007-10-31,10.097054038711692
2007-11-30,8.409586057313957
2007-12-31,9.566996365125263
2008-01-31,11.254927956807276
2008-02-29,13.507486614520275
2008-03-31,18.38271015146069
2008-04-30,16.358071452146074
2008-05-31,16.999792120912264
2008-06-30,20.190840554927508
2008-07-31,14.523309760677972
2008-08-31,14.35532404120617
2008-09-30,9.987559386619356
2008-10-31,10.192375868267861
2008-11-30,9.670421231576231
2008-12-31,11.941042598869245
2009-01-31,16.904614673604637
2009-02-28,13.787823860051667
2009-03-31,19.854899051913527
2009-04-30,20.6148329346189
2009-05-31,17.93214455965512
2009-06-30,14.210656573529809
2009-07-31,15.021750464709203
2009-08-31,11.989998460260207
2009-09-30,11.701144084887495
2009-10-31,10.980543213180425
2009-11-30,14.853089190718066
2009-12-31,13.661343082919977
2010-01-31,13.985255542967073
2010-02-28,18.597383762362682
2010-03-31,20.833272263519213
2010-04-30,25.816826560765566
2010-05-31,24.136639489681787
2010-06-30,20.737326134830074
2010-07-31,21.151197644106876
2010-08-31,12.452422590815344
2010-09-30,11.088660017805068
2010-10-31,9.862515974211874
2010-11-30,11.097199457285978
2010-12-31,11.0591635862359
2011-01-31,17.165676259484222
2011-02-28,18.189330291260372
2011-03-31,16.58134012298217
2011-04-30,17.704523545096052
2011-05-31,20.824586399602623
2011-06-30,21.355271146721368
2011-07-31,22.985124892526116
2011-08-31,23.7966450227222
2011-09-30,15.19209575598668
2011-10-31,11.237138479294481
2011-11-30,9.408824585756586
2011-12-31,14.434303714764805
2012-01-31,14.894358706282977
2012-02-29,17.951808300206928
2012-03-31,19.198698761587643
2012-04-30,21.231164602854975
2012-05-31,25.015152407934828
2012-06-30,20.862046778006953
2012-07-31,17.327255521251054
2012-08-31,12.81675057923048
2012-09-30,9.844582370965727
2012-10-31,10.735072190397432
2012-11-30,12.298825454953741
2012-12-31,18.998377782481146
2013-01-31,18.745543538899113
2013-02-28,24.34714171647767
2013-03-31,21.85195596339774
2013-04-30,19.752675829925273
2013-05-31,19.061310452155094
2013-06-30,17.77563397670163
2013-07-31,23.704112843987918
2013-08-31,14.112732793650036
2013-09-30,15.213580706480021
2013-10-31,11.41249652773036
2013-11-30,15.36817435422971
