date,id,value
1996-03-18,0,13.4070294784581
1996-03-19,0,14.7250566893424
1996-03-20,0,20.5640589569161
1996-03-21,0,34.7080498866213
1996-03-22,0,26.6298185941043
1996-03-23,0,16.609977324263
1996-03-24,0,15.3202947845805
1996-03-25,0,11.6071428571429
1996-03-26,0,19.8837868480726
1996-03-27,0,23.7670068027211
1996-03-28,0,34.0277777777778
1996-03-29,0,33.7868480725624
1996-03-30,0,18.2539682539683
1996-03-31,0,19.3877551020408
1996-04-01,0,17.2619047619048
1996-04-02,0,23.8095238095238
1996-04-03,0,36.125283446712
1996-04-04,0,33.6026077097506
1996-04-05,0,32.624716553288
1996-04-06,0,7.48299319727891
1996-04-07,0,14.3931288103528
1996-04-08,0,10.1332199546485
1996-04-09,0,17.9138321995465
1996-04-10,0,22.1230158730159
1996-04-11,0,33.234126984127
1996-04-12,0,33.0924036281179
1996-04-13,0,20.0113378684807
1996-04-14,0,17.1343537414966
1996-04-15,0,14.172335600907
1996-04-16,0,18.7641723356009
1996-04-17,0,19.7704081632653
1996-04-18,0,35.4875283446712
1996-04-19,0,33.2766439909297
1996-04-20,0,16.9075963718821
1996-04-21,0,9.31122448979592
1996-04-22,0,3.20294784580499
1996-04-23,0,22.3497732426304
1996-04-24,0,18.140589569161
1996-04-25,0,24.5323129251701
1996-04-26,0,7.39795918367347
1996-04-27,0,12.0748299319728
1996-04-28,0,12.6275510204082
1996-04-29,0,11.7205215419501
1996-04-30,0,22.6615646258503
1996-05-01,0,22.5056689342404
1996-05-02,0,34.2545351473923
1996-05-03,0,32.6388888888889
1996-05-04,0,12.0748299319728
1996-05-05,0,49.0504535147392
1996-05-06,0,16.6241496598639
1996-05-07,0,20.4931972789116
1996-05-08,0,22.9450113378685
1996-05-09,0,32.780612244898
1996-05-10,0,6.91609977324263
1996-05-11,0,12.0748299319728
1996-05-12,0,34.4671201814059
1996-05-13,0,15.0226757369615
1996-05-14,0,19.4727891156463
1996-05-15,0,22.5481859410431
1996-05-16,0,35.3741496598639
1996-05-17,0,28.358843537415
1996-05-18,0,18.8492063492063
1996-05-19,0,15.3344671201814
1996-05-20,0,13.265306122449
1996-05-21,0,17.9421768707483
1996-05-22,0,23.469387755102
1996-05-23,0,12.1456916099773
1996-05-24,0,21.0600907029478
1996-05-25,0,15.8730158730159
1996-05-26,0,17.1343537414966
1996-05-27,0,17.7154195011338
1996-05-28,0,20.5640589569161
1996-05-29,0,26.530612244898
1996-05-30,0,34.1128117913832
1996-05-31,0,28.7273242630385
1996-06-01,0,19.5011337868481
1996-06-02,0,17.1060090702948
1996-06-03,0,16.4257369614512
1996-06-04,0,19.4444444444444
1996-06-05,0,23.4835600907029
1996-06-06,0,36.1678004535147
1996-06-07,0,28.7414965986395
1996-06-08,0,19.6286848072562
1996-06-09,0,19.2318594104308
1996-06-10,0,12.7409297052154
1996-06-11,0,19.7845804988662
1996-06-12,0,24.5748299319728
1996-06-13,0,36.5646258503401
1996-06-14,0,27.3951247165533
1996-06-15,0,5.56972789115646
1996-06-16,0,7.10034013605442
1996-06-17,0,20.1105442176871
1996-06-18,0,19.7987528344671
1996-06-19,0,23.8378684807256
1996-06-20,0,37.1598639455782
1996-06-21,0,30.8106575963719
1996-06-22,0,17.5878684807256
1996-06-23,0,16.921768707483
1996-06-24,0,16.8367346938776
1996-06-25,0,17.531179138322
1996-06-26,0,21.9954648526077
1996-06-27,0,32.4404761904762
1996-06-28,0,30.7256235827664
1996-06-29,0,21.8112244897959
1996-06-30,0,18.4240362811791
1996-07-01,0,19.359410430839
1996-07-02,0,18.5515873015873
1996-07-03,0,22.5481859410431
1996-07-04,0,39.4557823129252
1996-07-05,0,35.1757369614513
1996-07-06,0,18.0130385487528
1996-07-07,0,19.515306122449
1996-07-08,0,15.6179138321995
1996-07-09,0,20.6632653061224
1996-07-10,0,26.4597505668934
1996-07-11,0,37.3299319727891
1996-07-12,0,31.0232426303855
1996-07-13,0,21.187641723356
1996-07-14,0,15.1360544217687
1996-07-15,0,18.2114512471655
1996-07-16,0,23.8378684807256
1996-07-17,0,28.6989795918367
1996-07-18,0,40.8021541950113
1996-07-19,0,30.2012471655329
1996-07-20,0,20.9325396825397
1996-07-21,0,20.3798185941043
1996-07-22,0,16.4540816326531
1996-07-23,0,22.250566893424
1996-07-24,0,27.5651927437642
1996-07-25,0,35.7426303854875
1996-07-26,0,29.4642857142857
1996-07-27,0,20.124716553288
1996-07-28,0,19.0334467120181
1996-07-29,0,17.2760770975057
1996-07-30,0,25.2551020408163
1996-07-31,0,24.4897959183673
1996-08-01,0,39.8526077097506
1996-08-02,0,33.0640589569161
1996-08-03,0,21.343537414966
1996-08-04,0,21.6695011337868
1996-08-05,0,16.7800453514739
1996-08-06,0,23.1575963718821
1996-08-07,0,27.6785714285714
1996-08-08,0,41.2414965986395
1996-08-09,0,26.9416099773243
1996-08-10,0,21.9671201814059
1996-08-11,0,19.0334467120181
1996-08-12,0,15.1077097505669
1996-08-13,0,26.2755102040816
1996-08-14,0,26.5731292517007
1996-08-15,0,40.2210884353742
1996-08-16,0,35.1190476190476
1996-08-17,0,21.6128117913832
1996-08-18,0,20.8616780045351
1996-08-19,0,16.7233560090703
1996-08-20,0,22.859977324263
1996-08-21,0,27.7069160997732
1996-08-22,0,36.9331065759637
1996-08-23,0,32.6530612244898
1996-08-24,0,21.6836734693878
1996-08-25,0,0.0
1996-08-26,0,14.8100907029478
1996-08-27,0,22.6332199546485
1996-08-28,0,28.8407029478458
1996-08-29,0,41.3265306122449
1996-08-30,0,35.359977324263
1996-08-31,0,22.0663265306122
1996-09-01,0,23.4835600907029
1996-09-02,0,19.8270975056689
1996-09-03,0,21.7687074829932
1996-09-04,0,25.6235827664399
1996-09-05,0,39.6967120181406
1996-09-06,0,30.8673469387755
1996-09-07,0,22.0238095238095
1996-09-08,0,20.7057823129252
1996-09-09,0,13.6196145124717
1996-09-10,0,20.4365079365079
1996-09-11,0,29.0391156462585
1996-09-12,0,38.4920634920635
1996-09-13,0,8.57426303854875
1996-09-14,0,41.8367346938776
1996-09-15,0,22.7465986394558
1996-09-16,0,18.296485260771
1996-09-17,0,27.1541950113379
1996-09-18,0,25.9778911564626
1996-09-19,0,37.8401360544218
1996-09-20,0,32.9648526077098
1996-09-21,0,22.4631519274376
1996-09-22,0,16.2981859410431
1996-09-23,0,14.3424036281179
1996-09-24,0,22.4489795918367
1996-09-25,0,25.2551020408163
1996-09-26,0,39.7392290249433
1996-09-27,0,33.7868480725624
1996-09-28,0,21.187641723356
1996-09-29,0,19.3027210884354
1996-09-30,0,18.0980725623583
1996-10-01,0,21.3010204081633
1996-10-02,0,24.7448979591837
1996-10-03,0,37.3866213151927
1996-10-04,0,33.7726757369615
1996-10-05,0,22.6899092970522
1996-10-06,0,18.6366213151927
1996-10-07,0,16.000566893424
1996-10-08,0,20.6349206349206
1996-10-09,0,26.6156462585034
1996-10-10,0,34.4812925170068
1996-10-11,0,30.6264172335601
1996-10-12,0,20.4648526077098
1996-10-13,0,20.734126984127
1996-10-14,0,15.1077097505669
1996-10-15,0,20.4790249433107
1996-10-16,0,27.1683673469388
1996-10-17,0,39.937641723356
1996-10-18,0,35.2891156462585
1996-10-19,0,21.9387755102041
1996-10-20,0,20.0255102040816
1996-10-21,0,16.8509070294785
1996-10-22,0,25.0283446712018
1996-10-23,0,27.9053287981859
1996-10-24,0,41.1281179138322
1996-10-25,0,34.6371882086168
1996-10-26,0,22.5765306122449
1996-10-27,0,20.8616780045351
1996-10-28,0,17.8146258503401
1996-10-29,0,24.1496598639456
1996-10-30,0,24.5890022675737
1996-10-31,0,33.4183673469388
1996-11-01,0,32.7522675736961
1996-11-02,0,22.2222222222222
1996-11-03,0,19.6853741496599
1996-11-04,0,16.0856009070295
1996-11-05,0,21.6269841269841
1996-11-06,0,26.0204081632653
1996-11-07,0,37.5141723356009
1996-11-08,0,32.2845804988662
1996-11-09,0,22.1371882086168
1996-11-10,0,17.5878684807256
1996-11-11,0,12.6417233560091
1996-11-12,0,22.1513605442177
1996-11-13,0,24.7448979591837
1996-11-14,0,40.0793650793651
1996-11-15,0,37.1315192743764
1996-11-16,0,24.0221088435374
1996-11-17,0,19.0051020408163
1996-11-18,0,9.80725623582766
1996-11-19,0,16.7517006802721
1996-11-20,0,23.8520408163265
1996-11-21,0,39.4132653061224
1996-11-22,0,33.3758503401361
1996-11-23,0,8.4608843537415
1996-11-24,0,10.5300453514739
1996-11-25,0,10.2040816326531
1996-11-26,0,24.390589569161
1996-11-27,0,24.9433106575964
1996-11-28,0,26.6298185941043
1996-11-29,0,23.1434240362812
1996-11-30,0,12.0748299319728
1996-12-01,0,45.5498866213152
1996-12-02,0,17.0634920634921
1996-12-03,0,20.3231292517007
1996-12-04,0,26.3180272108844
1996-12-05,0,39.3849206349206
1996-12-06,0,28.7273242630385
1996-12-07,0,24.3055555555556
1996-12-08,0,22.5340136054422
1996-12-09,0,19.4727891156463
1996-12-10,0,27.3242630385488
1996-12-11,0,27.3100907029478
1996-12-12,0,46.0459183673469
1996-12-13,0,38.6337868480726
1996-12-14,0,24.0504535147392
1996-12-15,0,24.3197278911565
1996-12-16,0,22.1655328798186
1996-12-17,0,29.1524943310658
1996-12-18,0,32.312925170068
1996-12-19,0,46.2301587301587
1996-12-20,0,34.8922902494331
1996-12-21,0,0.0
1996-12-22,0,40.1077097505669
1996-12-23,0,45.124716553288
1996-12-24,0,5.49886621315193
1996-12-25,0,18.753287743293
1996-12-26,0,18.3390022675737
1996-12-27,0,4.39342403628118
1996-12-28,0,18.75
1996-12-29,0,20.0113378684807
1996-12-30,0,21.3718820861678
1996-12-31,0,7.8656462585034
1997-01-01,0,18.5515873015873
1997-01-02,0,24.5890022675737
1997-01-03,0,24.4189342403628
1997-01-04,0,0.0
1997-01-05,0,10.6575963718821
1997-01-06,0,15.547052154195
1997-01-07,0,14.7534013605442
1997-01-08,0,22.5765306122449
1997-01-09,0,29.9461451247166
1997-01-10,0,30.328798185941
1997-01-11,0,19.5861678004535
1997-01-12,0,18.4807256235828
1997-01-13,0,12.8968253968254
1997-01-14,0,22.2222222222222
1997-01-15,0,23.625283446712
1997-01-16,0,37.0748299319728
1997-01-17,0,29.3934240362812
1997-01-18,0,0.0
1997-01-19,0,9.90646258503401
1997-01-20,0,12.1740362811791
1997-01-21,0,17.2619047619048
1997-01-22,0,25.765306122449
1997-01-23,0,34.7930839002268
1997-01-24,0,34.6655328798186
1997-01-25,0,22.3639455782313
1997-01-26,0,18.140589569161
1997-01-27,0,15.2210884353741
1997-01-28,0,20.6774376417234
1997-01-29,0,24.546485260771
1997-01-30,0,37.4574829931973
1997-01-31,0,36.0260770975057
1997-02-01,0,10.0765306122449
1997-02-02,0,27.8769841269841
1997-02-03,0,15.5753968253968
1997-02-04,0,19.7137188208617
1997-02-05,0,24.84410430839
1997-02-06,0,37.8826530612245
1997-02-07,0,9.22619047619048
1997-02-08,0,25.6235827664399
1997-02-09,0,47.874149659864
1997-02-10,0,14.6825396825397
1997-02-11,0,18.4665532879819
1997-02-12,0,26.9699546485261
1997-02-13,0,42.5028344671202
1997-02-14,0,30.8531746031746
1997-02-15,0,23.5119047619048
1997-02-16,0,14.8242630385488
